Abnormal Permissions,Label,Source,Package,API,Call stack,Library,Library Class
READ_PHONE_STATE,NR,huawei_appgallery,com.sdjuliang.lanrenjob,getRunningAppProcesses,com.tencent.qcloud.tuicore.ServiceInitializer.onCreate,Tencent Qcloud,Utility
READ_PHONE_STATE,NR,huawei_appgallery,com.sdjuliang.lanrenjob,getSubscriberId,org.chromium.android_webview.AwContentsClientBridge.shouldOverrideUrlLoading,Chromium,Utility
READ_PHONE_STATE,RNDNR,huawei_appgallery,com.shopback.app,getRunningAppProcesses,com.shopback.app.core.utility.PerformanceMonitorProvider.onCreate,app,app
ACCESS_COARSE_LOCATION,NR,huawei_appgallery,com.shopee.tw,getAllCellInfo,com.shopee.threadpool.b$a.run,,
READ_PHONE_NUMBERS,RNDNR,huawei_appgallery,com.shopee.tw,getLine1Number,com.shopee.app.network.util.n$a.run,,
READ_PHONE_STATE,RNDNR,huawei_appgallery,com.shopee.tw,getRunningAppProcesses,com.shopee.app.startup.InitialProvider.attachInfo,,
READ_SMS,RNDNR,huawei_appgallery,com.shopee.tw,getLine1Number,com.shopee.app.network.util.n$a.run,,
READ_PHONE_STATE,NR,huawei_appgallery,com.talk51.international,getRunningAppProcesses,com.talk51.international.core.app.MainApplication.onCreate,app,app
READ_PHONE_STATE,RNDNR,huawei_appgallery,com.wodan.xianshijian,getRunningAppProcesses,bykvm_19do.bykvm_19do.bykvm_if122.bykvm_int108.d$b.run,穿山?�SDK,Ad
ACCESS_COARSE_LOCATION,NR,huawei_appgallery,com.xingin.xhs,getAllCellInfo,com.xingin.tiny.internal.b7$c.run,,
READ_PHONE_STATE,NR,huawei_appgallery,com.xingin.xhs,getRunningAppProcesses,xv4.c$a.run,,
READ_PHONE_STATE,NR,huawei_appgallery,com.xingin.xhs,getSubscriberId,,,
READ_PHONE_STATE,NR,huawei_appgallery,com.youhonginc.sz,getRunningAppProcesses,com.bytedance.sdk.openadsdk.core.d$1.run,Pangle SDK,Ad
RECEIVE_BOOT_COMPLETED,IND,huawei_appgallery,com.zhiliaoapp.musically.go,,
READ_PHONE_STATE,RNDNR,huawei_appgallery,gr.iqs.taxi_plon,,
CAMERA,RNDNR,huawei_appgallery,homeworkout.homeworkouts.noequipment,getCameraInfo,org.chromium.materials.VideoCaptureFactory.getDeviceName,Chromium,Utility
CAMERA,RNDNR,huawei_appgallery,homeworkout.homeworkouts.noequipment,open,org.chromium.materials.VideoCaptureFactory.isZoomSupported,Chromium,Utility
CAMERA,RNDNR,huawei_appgallery,loseweightapp.loseweightappforwomen.womenworkoutathome,getCameraInfo,org.chromium.materials.VideoCaptureFactory.getDeviceName,Chromium,Utility
CAMERA,RNDNR,huawei_appgallery,loseweightapp.loseweightappforwomen.womenworkoutathome,open,org.chromium.materials.VideoCaptureFactory.isZoomSupported,Chromium,Utility
ACCESS_COARSE_LOCATION,RND,huawei_appgallery,org.nixgame.compass.huawei,requestPermissions,org.nixgame.compass.activity.ActivityMain.onCreate,,
CAMERA,RNDNR,huawei_appgallery,sixpack.sixpackabs.absworkout,getCameraInfo,org.chromium.materials.VideoCaptureFactory.getDeviceName,Chromium,Utility
CAMERA,RNDNR,huawei_appgallery,sixpack.sixpackabs.absworkout,open,org.chromium.materials.VideoCaptureFactory.isZoomSupported,Chromium,Utility
READ_PHONE_STATE,NR,qq,com.alibaba.wireless,,
ACCESS_COARSE_LOCATION,NR,qq,com.baidu.searchbox,getAllCellInfo,com.baidu.location.d.a$b.handleMessage,Baidu Location SDK,Utility
ACCESS_COARSE_LOCATION,NR,qq,com.baidu.searchbox,getCellLocation,com.baidu.location.d.a$b.handleMessage,Baidu Location SDK,Utility
CAMERA,NR,qq,com.baidu.searchbox,getCameraInfo,com.baidu.graph.camera.CameraManager.handleMessage,,
CAMERA,NR,qq,com.baidu.searchbox,open,com.baidu.graph.camera.CameraManager.handleMessage,,
READ_PHONE_STATE,NR,qq,com.clicheandroid.server.ctsdazzlin,getRunningAppProcesses,com.xm.ark.privacyAgreement.PrivacyAgreementDialog$1.onClick,,
READ_PHONE_STATE,RNDNR,qq,com.clover.daysmatter,,
READ_PHONE_STATE,NR,qq,com.geshi.formatfactory,getRunningAppProcesses,io.reactivex.internal.schedulers.ScheduledRunnable.call,ReactiveX,Programming
READ_PHONE_STATE,NR,qq,com.jx885.lrjk,,
ACCESS_COARSE_LOCATION,NR,qq,com.klook,getAllCellInfo,c.t.m.g.er$a.handleMessage,,
ACCESS_COARSE_LOCATION,NR,qq,com.klook,getCellLocation,c.t.m.g.er$a.handleMessage,,
ACCESS_COARSE_LOCATION,NR,qq,com.klook,startScan,c.t.m.g.ek$a.handleMessage,,
BLUETOOTH_ADMIN,IND,qq,com.klook,startScan,c.t.m.g.ek$a.handleMessage,,
BLUETOOTH_ADMIN,IND,qq,com.klook,stopScan,c.t.m.g.ek$a.handleMessage,,
CHANGE_WIFI_STATE,IND,qq,com.klook,startScan,c.t.m.g.eu$1.run,,
READ_PHONE_STATE,RNDNR,qq,com.klook,getRunningAppProcesses,com.klooklib.activity.SplashActivity.onCreate,app,app
READ_PHONE_STATE,RNDNR,qq,com.klook,getSubscriberId,com.tencent.map.geolocation.a.a.e$a.handleMessage,TencentMapSDK,Utility
READ_PHONE_STATE,RNDNR,qq,com.liuniantech.xiangji,,
READ_PHONE_STATE,NR,qq,com.meitu.meiyancamera,,
READ_PHONE_STATE,NR,qq,com.mendon.riza,getRunningAppProcesses,ie0.run,,
READ_PHONE_STATE,NR,qq,com.mt.mtxx.mtxx,,
ACCESS_COARSE_LOCATION,NR,qq,com.mxbc.mxsa,getCellLocation,com.loc.d$b.run,,
ACCESS_COARSE_LOCATION,NR,qq,com.mxbc.mxsa,getAllCellInfo,com.loc.d$b.run,,
READ_PHONE_STATE,NR,qq,com.mxbc.mxsa,,
CAMERA,NR,qq,com.Qunar,getCameraInfo,org.chromium.materials.VideoCaptureFactory.getDeviceName,Chromium,Utility
CAMERA,NR,qq,com.Qunar,open,org.chromium.materials.VideoCaptureFactory.isZoomSupported,Chromium,Utility
READ_PHONE_STATE,NR,qq,com.szsr.shopeeteaching,,
READ_PHONE_STATE,NR,qq,com.taobao.live,,
READ_PHONE_STATE,RNDNR,wandoujia,cn.dictcn.android.digitize.wys_japan,,
READ_PHONE_STATE,NR,wandoujia,cn.fzhuayantcoltd.huayaapp,getRunningAppProcesses,com.custom.dialog.TitleDialog2.onClick,,
READ_PHONE_STATE,NR,wandoujia,cn.lalawangluo.fly,getRunningAppProcesses,com.bytedance.b.a.h$1.run,,
BLUETOOTH,IND,wandoujia,cn.ttkmfxs.novel,,
READ_PHONE_STATE,NR,wandoujia,cn.ttkmfxs.novel,getRunningAppProcesses,com.baidu.mobstat.BDStatCore$12.run,Mobstat,Analytics
READ_PHONE_STATE,NR,wandoujia,cn.ttkmfxs.novel,getSubscriberId,com.tencent.turingfd.sdk.ams.au.an$b.handleMessage,Tencent Ad,Ad
READ_PHONE_STATE,RNDNR,wandoujia,cn.wps.note,getSubscriberId,com.sina.weibo.sdk.utils.AidTask$2.run,weibo_android_sdk,Utility
READ_PHONE_STATE,NR,wandoujia,cn.zymk.comic,getRunningAppProcesses,com.sagittarius.v6.StubApplication.onCreate,,
ACCESS_COARSE_LOCATION,NR,wandoujia,com.aheading.news.yingtanrb,getCellLocation,com.a.cd$b.run,,
ACCESS_COARSE_LOCATION,NR,wandoujia,com.aheading.news.yingtanrb,getAllCellInfo,com.a.cd$b.run,,
READ_PHONE_STATE,NR,wandoujia,com.aheading.news.yingtanrb,getRunningAppProcesses,com.stub.StubApp.onCreate,,
READ_PHONE_STATE,NR,wandoujia,com.aheading.news.yingtanrb,getSubscriberId,com.tencent.smtt.sdk.TbsDownloader$2.handleMessage,Tencent TBS SDK,WebView
READ_PHONE_STATE,NR,wandoujia,com.app.ysjqzs,getRunningAppProcesses,com.umeng.message.proguard.o$4.run,Push SDK,Push Service
ACCESS_COARSE_LOCATION,NR,wandoujia,com.ataolu.android,getAllCellInfo,c.t.m.li.tsa.H.handleMessage,,
ACCESS_COARSE_LOCATION,NR,wandoujia,com.ataolu.android,getCellLocation,c.t.m.li.tsa.H.handleMessage,,
BLUETOOTH,IND,wandoujia,com.ataolu.android,,
READ_PHONE_STATE,NR,wandoujia,com.ataolu.android,getRunningAppProcesses,com.stub.StubApp.onCreate,,
READ_PHONE_STATE,NR,wandoujia,com.ataolu.android,getSubscriberId,com.tencent.turingfd.sdk.ams.au.z$a.run,Tencent Ad,Ad
CAMERA,NR,wandoujia,com.bilibili.studio,open,b.ql3$b.handleMessage,,
READ_PHONE_STATE,NR,wandoujia,com.bilibili.studio,,
READ_PHONE_STATE,RNDNR,wandoujia,com.bqg.ddnoverl,getRunningAppProcesses,com.loopj.android.http.AsyncHttpResponseHandler$ResponderHandler.handleMessage,,
READ_PHONE_STATE,RNDNR,wandoujia,com.bqg.ddnoverl,getSubscriberId,com.bytedance.sdk.openadsdk.core.xj$12.run,Pangle SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.c2vl.kgamebox,,
READ_PHONE_STATE,NR,wandoujia,com.card.carddiary,getSubscriberId,q.n.a.run,,
READ_PHONE_STATE,NR,wandoujia,com.card.carddiary,getRunningAppProcesses,f.a.j2.a$a.run,,
READ_PHONE_STATE,NR,wandoujia,com.clt,,
BLUETOOTH,IND,wandoujia,com.dengtadoctor,,
READ_PHONE_STATE,NR,wandoujia,com.dengtadoctor,getRunningAppProcesses,com.dengtadoctor.aaproject.app.BaseNewActivity.onCreate,app,app
READ_PHONE_STATE,NR,wandoujia,com.dengtadoctor,getSubscriberId,com.mobile.auth.l.a$1.run,,
READ_PHONE_STATE,NR,wandoujia,com.doudoubird.weather,getRunningAppProcesses,com.doudoubird.weather.MainActivity.onResume,app,app
READ_PHONE_STATE,NR,wandoujia,com.doudoubird.weather,getSubscriberId,com.doudoubird.weather.MainActivity$l.queueIdle,app,app
READ_PHONE_STATE,NR,wandoujia,com.doumi.jianzhi,getSubscriberId,com.sina.weibo.sdk.utils.AidTask$2.run,weibo_android_sdk,Utility
READ_PHONE_STATE,RNDNR,wandoujia,com.duxiaoman.wallet,getRunningAppProcesses,com.duxiaoman.wallet.privacy.-$$Lambda$ProtocolActivity$TxpyIRUsV1A0cifZjWoOqwXo8kc.run,app,app
READ_PHONE_STATE,RNDNR,wandoujia,com.fhx.pzfy,getRunningAppProcesses,a.a.d.a.k.a$a.handleMessage,,
BLUETOOTH,IND,wandoujia,com.ganji.android.haoche_c,,
READ_PHONE_STATE,RNDNR,wandoujia,com.ganji.android.haoche_c,getRunningAppProcesses,com.tencent.beacon.core.a.b$a$1.run,,
ACCESS_COARSE_LOCATION,NR,wandoujia,com.gemmy.kinbos.app.client,getCellLocation,com.loc.d$b.run,,
ACCESS_COARSE_LOCATION,NR,wandoujia,com.gemmy.kinbos.app.client,getAllCellInfo,com.loc.d$b.run,,
READ_PHONE_STATE,NR,wandoujia,com.gemmy.kinbos.app.client,getRunningAppProcesses,b.b.a.b.c.j$c.onClick,,
KILL_BACKGROUND_PROCESSES,IND,wandoujia,com.helplove.shbf,killBackgroundProcesses,com.helplove.shbf.ui.MainActivity$13.onClick,app,app
RESTART_PACKAGES,IND,wandoujia,com.helplove.shbf,killBackgroundProcesses,com.helplove.shbf.ui.MainActivity$13.onClick,app,app
RESTART_PACKAGES,IND,wandoujia,com.helplove.shbf,restartPackage,com.helplove.shbf.ui.MainActivity$13.onClick,app,app
READ_PHONE_STATE,NR,wandoujia,com.herenit.ysz.zljy,getRunningAppProcesses,com.netease.nimlib.push.net.lbs.i.run,Nim Android SDK,Push Service
READ_PHONE_STATE,NR,wandoujia,com.huajiao,,
READ_PHONE_STATE,NR,wandoujia,com.huoji.sound_reader,getRunningAppProcesses,com.bytedance.tea.crash.ww$1.run,,
READ_PHONE_STATE,NR,wandoujia,com.huoji.sound_reader,getSubscriberId,com.bytedance.sdk.openadsdk.core.q$12.run,Pangle SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.ifanr.activitys,getRunningAppProcesses,com.stub.StubApp.onCreate,,
READ_PHONE_STATE,NR,wandoujia,com.ifanr.activitys,getSubscriberId,com.sina.weibo.sdk.d.a$b.run,weibo_android_sdk,Utility
ACCESS_WIFI_STATE,IND,wandoujia,com.imbastar.c5game,getConnectionInfo,com.ishumei.l1111l111111Il.l111l1111llIl$l1111l111111Il$1.run,,
ACCESS_WIFI_STATE,IND,wandoujia,com.imbastar.c5game,getWifiState,com.chuanglan.shanyan_sdk.tool.f$2.run,tensdk,Utility
READ_PHONE_STATE,NR,wandoujia,com.jiayuan,getRunningAppProcesses,com.alibaba.wireless.security.open.initialize.б$а.run,?�据风控-Android SDK API,Security
READ_PHONE_STATE,NR,wandoujia,com.jiayuan,getSubscriberId,com.alibaba.one.android.inner.DeviceInfoCapturer.doCommandForString,,
READ_PHONE_STATE,NR,wandoujia,com.jinxun.evaperiodtracker,getRunningAppProcesses,com.jinxun.evaperiodtracker.dialog.DialogFinshys.onClick,app,app
READ_PHONE_STATE,NR,wandoujia,com.jtjsb.storycollect,getRunningAppProcesses,butterknife.internal.DebouncingOnClickListener.onClick,Butter Knife,Utility
READ_PHONE_STATE,NR,wandoujia,com.jtjsb.storycollect,getSubscriberId,com.jtjsb.storycollect.model.-$$Lambda$VDialog$Builder$6$QgRjHZwf0dBpLx3TnAnI6U-icXk.run,app,app
READ_PHONE_STATE,NR,wandoujia,com.kasercaipu,getSubscriberId,com.bytedance.sdk.openadsdk.core.ai$11.run,Pangle SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.kasercaipu,getRunningAppProcesses,com.bytedance.tea.crash.h$1.run,,
ACCESS_COARSE_LOCATION,NR,wandoujia,com.lcworld.oasismedical,getAllCellInfo,com.baidu.location.c.run,Baidu Location SDK,Utility
ACCESS_COARSE_LOCATION,NR,wandoujia,com.lcworld.oasismedical,getCellLocation,com.baidu.location.c.run,Baidu Location SDK,Utility
READ_PHONE_STATE,NR,wandoujia,com.lcworld.oasismedical,getRunningAppProcesses,com.stub.StubApp.onCreate,,
READ_PHONE_STATE,NR,wandoujia,com.linlic.ccmtv.yx,getRunningAppProcesses,com.linlic.ccmtv.yx.SophixStubApplication.attachBaseContext,app,app
READ_PHONE_STATE,NR,wandoujia,com.llwl.aihh,getSubscriberId,com.bytedance.sdk.openadsdk.core.q$12.run,Pangle SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.llwl.aihh,getRunningAppProcesses,com.bytedance.tea.crash.ww$1.run,,
CAMERA,NR,wandoujia,com.lolaage.tbulu.tools,getCameraInfo,com.lolaage.tbulu.tools.qrcode.activity.OooO0OO.surfaceCreated,app,app
CAMERA,NR,wandoujia,com.lolaage.tbulu.tools,open,com.lolaage.tbulu.tools.qrcode.activity.OooO0OO.surfaceCreated,app,app
READ_PHONE_STATE,NR,wandoujia,com.lolaage.tbulu.tools,getRunningAppProcesses,com.lolaage.tbulu.tools.ui.dialog.TbuluPrivacyPolicyDialog.onClick,app,app
READ_PHONE_STATE,NR,wandoujia,com.lolaage.tbulu.tools,getSubscriberId,com.tencent.smtt.sdk.TbsDownloader$2.handleMessage,Tencent TBS SDK,WebView
READ_PHONE_STATE,NR,wandoujia,com.mallestudio.gugu.app,getSubscriberId,n70.m.call,,
CAMERA,NR,wandoujia,com.meitu.meiyancamera,getCameraInfo,com.meitu.myxj.selfie.merge.activity.SelfieCameraActivity.onCreate,,
CAMERA,NR,wandoujia,com.meitu.meiyancamera,open,com.meitu.library.materials.camera.basecamera.StateCamera$d.run,,
READ_PHONE_STATE,NR,wandoujia,com.meitu.meiyancamera,getRunningAppProcesses,com.bytedance.t.t.hh$1.run,,
READ_PHONE_STATE,NR,wandoujia,com.meiyou.yunqi,getSubscriberId,com.meiyou.sdk.common.task.task.NetworkTask.run,,
READ_PHONE_STATE,NR,wandoujia,com.meiyou.yunqi,getRunningAppProcesses,com.meiyou.sdk.common.task.task.CmpTask.run,,
READ_PHONE_STATE,NR,wandoujia,com.migat.homry,getRunningAppProcesses,bykvm_19do.bykvm_19do.bykvm_if122.bykvm_int108.c$b.run,穿山?�SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.migat.homry,getSubscriberId,bykvm_19do.bykvm_19do.bykvm_if122.bykvm_int108.bykvm_if122.b$f.run,穿山?�SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.moji.mjweather,getRunningAppProcesses,com.moji.push.MJPushService.onStartCommand,,
READ_PHONE_STATE,NR,wandoujia,com.netease.newsreader.activity,,
READ_PHONE_STATE,NR,wandoujia,com.pandadoctor.pedi,getRunningAppProcesses,com.pandadoctor.pedi.launch.-$$Lambda$WelcomeActivity$_CTK9XocOyTopXZdVPaRlDZE7Mo.onClick,app,app
READ_PHONE_STATE,NR,wandoujia,com.pandadoctor.pedi,getSubscriberId,com.tencent.smtt.sdk.TbsDownloader$2.handleMessage,Tencent TBS SDK,WebView
CAMERA,NR,wandoujia,com.Qunar,getCameraInfo,org.chromium.materials.VideoCaptureFactory.getDeviceName,Chromium,Utility
CAMERA,NR,wandoujia,com.Qunar,open,org.chromium.materials.VideoCaptureFactory.isZoomSupported,Chromium,Utility
READ_PHONE_STATE,RNDNR,wandoujia,com.ruanmei.ithome,getRunningAppProcesses,com.ruanmei.ithome.d.k.onClick,app,app
READ_PHONE_STATE,RNDNR,wandoujia,com.ruanmei.ithome,getSubscriberId,com.alibaba.baichuan.android.trade.AlibcTradeSDK$1.run,AlibcTradeSDK,Utility
ACCESS_COARSE_LOCATION,RND,wandoujia,com.runbio.ovulation.app,requestPermissions,io.dcloud.common.adapter.util.MessageHandler$1.handleMessage,,
ACCESS_FINE_LOCATION,RND,wandoujia,com.runbio.ovulation.app,getLastKnownLocation,io.dcloud.b$a.run,,
ACCESS_COARSE_LOCATION,RND,wandoujia,com.runbio.ovulation.app,requestPermissions,io.dcloud.common.adapter.util.MessageHandler$1.handleMessage,,
READ_PHONE_STATE,NR,wandoujia,com.sythealth.fitness,getRunningAppProcesses,com.sythealth.fitness.main.ApplicationEx.onCreate,app,app
READ_PHONE_STATE,NR,wandoujia,com.sythealth.fitness,getSubscriberId,com.sythealth.fitness.main.ApplicationEx.onCreate,app,app
READ_PHONE_STATE,NR,wandoujia,com.taobao.trip,getRunningAppProcesses,com.taobao.trip.launcher.privacy.InitRequestPrivacyApprovalWork$1.run,app,app
READ_PHONE_STATE,NR,wandoujia,com.taobao.trip,getSubscriberId,com.taobao.monitor.adapter.network.TBRestSender$1.run,,
BLUETOOTH,IND,wandoujia,com.tianyancha.skyeye,,
READ_PHONE_STATE,NR,wandoujia,com.tianyancha.skyeye,,
CAMERA,NR,wandoujia,com.topgether.sixfoot,getCameraInfo,com.topgether.sixfootPro.biz.torch.PreviewSurface.surfaceCreated,app,app
CAMERA,NR,wandoujia,com.topgether.sixfoot,open,com.topgether.sixfootPro.biz.torch.PreviewSurface.surfaceCreated,app,app
READ_PHONE_STATE,NR,wandoujia,com.ttjoke.activity,getSubscriberId,com.miui.zeus.mimo.sdk.server.c$1.run,MIMO COMMON SDK,Ad
READ_PHONE_STATE,NR,wandoujia,com.ttjoke.activity,getRunningAppProcesses,com.joke8.ui.BaseActivity.onPause,,
READ_PHONE_STATE,RNDNR,wandoujia,com.tujia.hotel,getSubscriberId,aea$1.run,,
READ_PHONE_STATE,NR,wandoujia,com.wudaokou.hippo,getRunningAppProcesses,com.wudaokou.hippo.common.executor.internal.CancelableJob.run,app,app
READ_PHONE_STATE,NR,wandoujia,com.wudaokou.hippo,getSubscriberId,com.wudaokou.hippo.common.executor.internal.CancelableJob.run,app,app
READ_PHONE_STATE,NR,wandoujia,com.xm.shunmiao,getRunningAppProcesses,com.stub.StubApp.attachBaseContext,,
READ_PHONE_STATE,RNDNR,wandoujia,com.xt.retouch,getRunningAppProcesses,com.bytedance.common.wschannel.WsChannelMultiProcessSharedProvider.attachInfo,,
READ_PHONE_STATE,RNDNR,wandoujia,com.xt.retouch,getSubscriberId,ms.bd.c.k.b,,
READ_PHONE_STATE,NR,wandoujia,com.yangchong.user,getRunningAppProcesses,com.shubao.xinstallunisdk.XInstallModule$1.run,,
READ_PHONE_STATE,NR,wandoujia,com.yuanli.picturebookplanet,,
READ_PHONE_STATE,NR,wandoujia,com.yuanli.simplerecipes,getRunningAppProcesses,v7.a$c.onClick,,
RECORD_AUDIO,NR,wandoujia,com.zhuifeng.llyyfyg,,
NOTIFICATION_SERVICE,RND,wandoujia,ej.easyjoy.easynote.cn,requestPermissions,e.c.a.h.onResume,,
READ_PHONE_STATE,NR,wandoujia,game.miplus.novel,getSubscriberId,com.bytedance.sdk.openadsdk.core.ai$11.run,Pangle SDK,Ad
READ_PHONE_STATE,NR,wandoujia,game.miplus.novel,getRunningAppProcesses,com.bytedance.tea.crash.h$1.run,,
READ_PHONE_STATE,NR,wandoujia,kaiyyb1.zuowen,getRunningAppProcesses,com.bytedance.tea.crash.ww$1.run,,
READ_PHONE_STATE,NR,wandoujia,kaiyyb1.zuowen,getSubscriberId,com.bytedance.sdk.openadsdk.core.q$11.run,Pangle SDK,Ad
BLUETOOTH,IND,wandoujia,me.ele,,
READ_PHONE_STATE,NR,wandoujia,me.ele,getRunningAppProcesses,me.ele.design.dialog.-$$Lambda$a$CRM75F-ew0XKvtB3tawFXmgaxT8.onClick,app,app
READ_PHONE_STATE,NR,wandoujia,me.ele,getSubscriberId,com.alipay.security.mobile.module.commonutils.SingleThreadPool$1.run,Alipay Mobile,Digital Wallet
READ_PHONE_STATE,NR,wandoujia,net.xinhuamm.d0724,getRunningAppProcesses,net.xinhuamm.main.application.UIMainApplication.onCreate,,
READ_PHONE_STATE,RNDNR,wandoujia,pl.mobiem.linijka,getRunningAppProcesses,d.h.b.e.d.onClick,,
KILL_BACKGROUND_PROCESSES,IND,wandoujia,popularize.android.ys.com.code,killBackgroundProcesses,popularize.android.ys.com.code.activity.LoginActivity.onKeyDown,app,app
READ_PHONE_STATE,NR,wandoujia,popularize.android.ys.com.code,getRunningAppProcesses,com.stub.StubApp.onCreate,,
RESTART_PACKAGES,IND,wandoujia,popularize.android.ys.com.code,killBackgroundProcesses,popularize.android.ys.com.code.activity.LoginActivity.onKeyDown,app,app
READ_PHONE_STATE,NR,wandoujia,tv.danmaku.bili,,
